Product Name,Display Name,Stockcode,Barcode,Medium Image File,Cup Measure,Price,Cup Price,Cup String,Has Cup Price,Package Size,Sap Department Name,Sap Category Name,Sap Sub Category Name,Sap Segment Name,Department,Aisle,Description,Vegetarian,Wool Dietary Claim,Allergen Contains,Allergy Statement,Ingredients
Brioche Gourmet Sliced Loaf,Brioche Gourmet Sliced Loaf 500g,803698,3587220002931,https://cdn0.woolworths.media/content/wowproductimages/medium/803698.jpg,100G,8.8,1.76,$1.76 / 100G,TRUE,500G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BRIOCHE,bakery,baked snacks & sweets,"<p>Brioche Gourmet's classic and traditional  light, soft and buttery brioche sliced loaf will be a family favourite. With generous café sized slices, you can top with your favourite spreads, fresh fruit and toppings. </p>",False,,,Soy Free,"Wheat  Flour, Sugar, Water, Fresh Whole Eggs  (7.5%), Vegetable Shortening (Rapeseed and Palm Oil), Invert Sugar Syrup, Butterfat (2.5%) (Milk), Salt, Yeast, Emulsifier (471), Natural Flavor, Skim Milk Powder, Wheat Gluten, Flavour, Milk Proteins, Deactivated Yeast, Colour (Carotene)."
Woolworths Light Fruit Cake,Woolworths Light Fruit Cake 465g,513900,9300633579890,https://cdn0.woolworths.media/content/wowproductimages/medium/513900.jpg,100G,4.5,0.97,$0.97 / 100G,TRUE,465G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,FRUIT CAKES,bakery,baked snacks & sweets,<p>- No Artificial Colours or Flavours.</p>,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Sulphites, Gluten",No Artificial Colours or Flavours,"Mixed Fruits (35%) (Sultanas, Glace Citrus Peel (contains Acidity Regulator (330), Preservatives (223, 202), Glace Cherries (contains Acidity Regulator (330), Preservatives (202, 220), Natural Colour (120)), Wheat Flour, Sugar, Water, Vegetable Oils (Canola, Palm), Humectant (42), Egg Powder, Wheat Starch, Salt, Preservative (202), Emulsifiers (471 from Soy, 475 from Palm), Raising Agents (450, 500, 341)"
Woolworths Ginger Kisses,Woolworths Ginger Kisses 8 Pack,787587,9300633709129,https://cdn0.woolworths.media/content/wowproductimages/medium/787587.jpg,100G,4.9,2.45,$2.45 / 100G,TRUE,8 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,<div>Woolworths Ginger Kisses are delicious ginger sponge biscuits with a creamy vanilla flavoured filling.<br><br></div><div>No artificial colours or flavours. <br><br></div>,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",Fish Free,"Sponge Biscuit (75%) (Wheat Flour, Sugar, Margarine (19%) (Beef Fat, Vegetable Oil, Water, Salt, Emulsifier (322)), Natural Flavouring, Natural Colour (160a), Antioxidant (307 from Soy)), Water, Egg, Golden Syrup, Ginger Powder (1%), Spice Flavouring, Baking Powder, Raising Agent (500, 541), Cornflour, Acidity Regulator (170, 334), Emulsifier (450), Preservative (263)), Filling (25%) (Sugar, Margarine, Butter, Water, Sugar, Natural Vanilla Flavour, Preservative (202), Acidity Regulator (330))"
Woolworths Belgian Chocolate Brownie,Woolworths Belgian Chocolate Brownie 300g,698110,9339687056996,https://cdn0.woolworths.media/content/wowproductimages/medium/698110.jpg,100G,7,2.33,$2.33 / 100G,TRUE,300G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,<div>Woolworths Hand Finished Belgian Chocolate Brownie<br><br>Enjoy as is or why not warm them up in our convenient bakeable tray to make them soft & gooey with delicious Belgian chocolate chunks!</div>,False,"No Artificial Colours, No Artificial Flavours, No Preservatives",,No Artificial Colours or Flavours,
Balconi Mix Max Spgnckes Cocoa,Balconi Mix Max Spgnckes Cocoa 10 Pack,88602,8001585001040,https://cdn0.woolworths.media/content/wowproductimages/medium/088602.jpg,1EA,7.25,0.73,$0.73 / 1EA,TRUE,10 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,INTERNATIONAL,bakery,baked snacks & sweets,,False,Contains Milk;May Contain Tree nuts;Contains Wheat;,"Egg, Wheat, Milk, Soy, Hazelnuts",Fish Free,"Sugar, Vegetable Fats (Palm, Palm Kernel, Coconut in varying proportions), Glucose-Fructose Syrup, Wheat Flour (11.4%), Eggs, Reconstituted Skimmed Milk (9.3%), Milk Powder, Fat-Reduced Cocoa Powder (3.3%), Skimmed Milk Powder, Milk Proteins, Wheat Fibre, Hazelnut Paste, Flavourings, Emulsifiers, Mono- and Diglycerides of Fatty Acids, Soya Lecithin, Raising Agents, Ammonium Carbonates, Sodium Carbonates, Diphosphates, Salt"
Woolworths Free From Gluten Pizza Base,Woolworths Free From Gluten Pizza Base 190g,821560,9339687080649,https://cdn0.woolworths.media/content/wowproductimages/medium/821560.jpg,100G,6,3.16,$3.16 / 100G,TRUE,190G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,DIETARY NEEDS,bakery,sourdough & specialty bread,,False,Free from artificial preservatives. Free from artificial flavour. Free from artificial colour. Free from gluten,,No Artificial Preservatives,"Water, Maize Starch, Potato Starch, Rice Flour, Sunflower Oil, Sugar, Psyllium Husk Powder, Yeast, Modified Maize Starch, Thickener (464), Salt, Rice Syrup, Apple Cider Vinegar, Rosemary Extract"
Mr Kipling French Fancies,Mr Kipling French Fancies 8 Pack,58179,5000221605973,https://cdn0.woolworths.media/content/wowproductimages/medium/058179.jpg,1EA,4.5,0.56,$0.56 / 1EA,TRUE,8 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,"Dainty  golden sponge cakes each individually placed in white cases, topped with a delicious vanilla creme, covered with soft fondant icing and finished with a decorative drizzle",False,"Free From Artificial ColourFree From Artificial Flavour",,No Artificial Colours or Flavours,"<p>Icing Sugar, Sugar ,Water Wheat Flour, Glucose Syrup, Vegetable Oils, Vegetable Margarine (Vegetable Oils, Water, Salt)Humectant (Vegetable Glycerine)Dried Egg, Milk Proteins, Fat, Reduced Cocoa Powder, Dried Egg, White Whey Powder, Salt, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate)Emulsifier (Mono- and Diglycerides of Fatty Acids, Soy Lecitihin)Maize Starch, Vegetable Fat, Preservative (Potassium Sorbate)Flavourings Colours (Carmine, Lutein)</p>"
Woolworths Indulgent Chocolate & Caramel Cake,Woolworths Indulgent Chocolate & Caramel Cake 400g,103356,9339687189199,https://cdn0.woolworths.media/content/wowproductimages/medium/103356.jpg,100G,7.8,1.95,$1.95 / 100G,TRUE,400G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,,False,,"Egg, Soy, Milk, Hazelnuts, Gluten",No Artificial Colours or Flavours,"Dulce De Leche (21%) (Skim Milk, Full Cream Milk, Cane Sugar, Canola Oil, Emulsifier (471 from Palm), Vegetable Gum (407), Preservative (202)), Sugar, Flour (Wheat Flour, Vitamins (Thiamine, Folate)), Water, French Chocolate (6%) (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (Sunflower Lecithin (322)), Natural Vanilla Flavouring), Cream, Canola Oil, Egg, Sour Cream (Cream, Pectin, Milk Solids, Sour Cream Cultures), Milk, Natural Flavour (Rowan Berry Extract, Lemon Juice Powder, Lemon Fruit Powder), Cocoa Powder, Raising Agent (500), Caramelized Hazelnuts, Natural Vanilla Flavouring, Dark Chocolate Cocoa Nib (Milk, Emulsifier (322 from Soy), Natural Vanilla Flavouring, Glazing Agents (414, 904)), lodised Salt, Baking Powder (Mineral Salts (450, 500), Wheat Flour)"
Bfree Wholegrain Wraps,Bfree Wholegrain Wraps 5 Pack,285313,5391521691545,https://cdn0.woolworths.media/content/wowproductimages/medium/285313.jpg,100G,8,3.81,$3.81 / 100G,TRUE,5 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,WRAPS,bakery,"rolls, wraps & flatbreads","BFree Wholegrain Wraps contains only 87 calories per wrap. More than 8g of fibre per wrap.<br><br>At BFree, we believe you can live free, without having to compromise on flavour or quality. Our great tasting products are created with carefully chosen, wholesome, free-from ingredients. <br><br>Wholegrain Wraps are made using a blend of flours with 19% Wholegrains including Sorghum, Rice, Teff, Millet and Buckwheat Flakes, our delicious Wholegrain wraps are plant based, are an Excellent Source of Fibre and Low in Sugar. <br><br>Live free! Gluten Free, Wheat Free, Dairy Free, Nut Free, Egg Free. <br><br>Vegan Friendly and Good Source of Fibre.<br><br>Kosher, Non GMO.<br><br>Endorsed by Coeliac Australia & NZ.<br><br>The Daily intakes in the thumbnails are based on an average adult diet of 8700kJ. Your daily intakes may be higher or lower depending on your energy needs.",False,LOW SUGAR;SOURCE OF FIBRE;GLUTEN FREE;Free From Dairy;Contains Whole Grain;,,Wheat Free,"Water, Wholegrain Flours (19%) (Sorghum Flour, Rice Flour, Teff Flour), Bamboo Fibre, Chickpea Flour, Buckwheat Flakes, Potato Starch, Thickeners (Xanthan Gum, Guar Gum, Carboxymethylcellulose), Tapioca Starch, Corn Starch, Canola Oil, Sugar, Psyllium Husk, Millet Flour, Potato Fibre, Yeast, Raising Agents (Monocalcium Phosphate, Sodium Bicarbonate), Pea Protein, Salt, Acids (Citric Acid, Tartaric Acid), Fermentates, Preservative (Sorbic Acid), Flavouring."
Helga's Prebiotic Wholemeal & Barley,Helga's Prebiotic Wholemeal & Barley 700g,221503,9310023145666,https://cdn0.woolworths.media/content/wowproductimages/medium/221503.jpg,100G,5.5,0.79,$0.79 / 100G,TRUE,700g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,MULTIGRAIN/WHOLEMEAL LOAF,bakery,white & wholemeal bread,"Helga’s Prebiotic Wholemeal & Barley Bread is baked with a unique blend of prebiotic dietary fibres that delivers 2 times the fibre of Helga’s Traditional Wholemeal Bread to support gut health. ? Each serve contains a minimum of 4g prebiotic dietary fibre from high fibre ingredients including wheat, barley and tapioca. The Helga’s Prebiotic range features wraps and loaves you know and love, with added goodness for your gut.?  <br ><br >It’s goodness that comes from a special blend of  soluble and insoluble dietary fibres, including prebiotic fibres,  from high fibre ingredients including wholemeal wheat, whole grain barley and tapioca. seeds and grains and dietary fibres that supports good gut health digestion and is important for your overall health and wellbeing.<br ><br >Source of protein<br >Good source of wholegrains (One serve (2 slices) of Helga's Prebiotic Wholemeal & Barley bread contributes 75% towards the Grains & Legumes Nutrition Council™ 48g Whole Grain Daily Target Intake)<br >Excellent source of fibre<br >High in Wholegrain<br >Vegan friendly<br >No artificial colours, flavours or preservatives<br >2x the fibre (Helga's Prebiotic Wholemeal & Barley Bread is an excellent source of fibre and contains 13.1g100g of fibre and Helga's Traditional Wholemeal Bread contains 5.4g100g of fibre. (February 2022). Fibre contributes to the gut health benefit of being regular.<br ><br >It's not just bread it's Helga's™ Source of protein, Good source of whole grains (One serve (2 slices) of Helga's Prebiotic Wholemeal & Barley bread contributes 75% toward the Grains & Legumes Nutrition Council™ 48g Whole Grain Daily Target Intake), Excellent source of fibre, High in Wholegrain, Vegan friendly, No artificial colours, flavours or preservatives Made in Australia, Helga’s Prebiotic Wholemeal & Barley Bread is an excellent source of fibre, a source of protein, a good source of wholegrains and contains no artificial colours, flavours or preservatives.",False,SOURCE OF PROTEIN;Made with Whole Grain;Free From Artificial Flavour;,,No Artificial Preservatives,"Wholemeal Wheat Flour (40%), Wheat Flour, Water, Whole Grain Barley (7%), Modified Tapioca Starch (1413) (7%), Yeast, Wheat Gluten, Vinegar, Canola Oil, Soy Flour, Iodised Salt, Fermented Wheat Flour, Malted Barley Flour, Vegetable Emulsifiers (471, 472e, 481), Vitamins (Thiamin, Folic Acid), Processing Aids (Wheat)."
Bare Bakers Choc Brownie,Bare Bakers Choc Brownie 270g,852474,9350007005715,https://cdn0.woolworths.media/content/wowproductimages/medium/852474.jpg,100G,7,2.59,$2.59 / 100G,TRUE,270G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,GLUTEN FREE,biscuits & snacks,plain & sweet biscuits,A soft & fudgey choc brownie with choc chips. ,False,Gluten Free,"Eggs, Milk, Soy",Gluten Free,"Sugar, Compounf Chocolate (15%) (Sugar, Vegetable Oil, Cocoa Solids, Emulsifiers (492, Soy Lecithin), Natural Flavouring), Egg, Vegetable Oil, Rice Flour, Starch (Maiz, Potato, Tapioca), Cocoa Powder (6%), Butter (Milk, Salt), Milk, Milk Solids, Maltodextrin, Raising Agents (450, 500), Anticaking Agent (170), Stabilisers (415, 412), Natural Flavouring. "
Woolworths Mini Dessert Selection,Woolworths Mini Dessert Selection 20 Pack,27078,9339687095889,https://cdn0.woolworths.media/content/wowproductimages/medium/027078.jpg,1EA,20,1,$1.00 / 1EA,TRUE,20 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,<div>- Hand Finished<br>- Mini dessert selection pack with 4 different types of treats! <br>> Dark belgian chocolate brownies<br>> Lucsiously light red velvet cake<br>> Rich baked blueberry cheesecake<br>> Tangy lemon curd tartlets</div>,False,Free from artificial flavour. Free from artificial colour,"Egg, Soy, Milk, Gluten",No Artificial Colours or Flavours,
Abe's Bagels Brioche Bagels,Abe's Bagels Brioche Bagels 4 Pack,298548,9421001852640,https://cdn0.woolworths.media/content/wowproductimages/medium/298548.jpg,1EA,5,1.25,$1.25 / 1EA,TRUE,4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BAGELS,bakery,baked snacks & sweets,,False,,"Gluten, Wheat, Soy",,"Wheat Flour, Water, Margarine (Vegetable Oil, Water, Salt, Emulsifiers (Mono & Diglycerides, Lecithin (soy)), Antioxidant (Mixed Tocopherols (soy)), Flavour, Acidity Regulator (Citric Acid), Colour (Beta Carotene)), Cornmeal, Bagel Blend (Wheat Flour, Barley Flour, Wheat Gluten, Enzymes), Wheat Gluten, Yeast, Sugar, Canola Oil, Vinegar, Salt, Acidity Regulator (Calcium Acetate), Dough Conditioner (Wheat Flour, Enzymes), Turmeric, Natural Butter Flavour"
Krispy Kreme Assorted Doughnuts,Krispy Kreme Assorted Doughnuts 9 Pack,117701,9342695000721,https://cdn0.woolworths.media/content/wowproductimages/medium/117701.jpg,1EA,25,25,$25.00 / 1EA,TRUE,9 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,KRISPY KREME,bakery,baked snacks & sweets,,False,,,,
Bakery Du Jour Sliced Brioche Loaf,Bakery Du Jour Sliced Brioche Loaf 450g,215127,9336047001481,https://cdn0.woolworths.media/content/wowproductimages/medium/215127.jpg,100G,4.5,1,$1.00 / 100G,TRUE,450g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BRIOCHE,bakery,baked snacks & sweets,,False,,,,
Bare Bakers Salted Caramel Choc Brownie,Bare Bakers Salted Caramel Choc Brownie 270g,852475,9350007003049,https://cdn0.woolworths.media/content/wowproductimages/medium/852475.jpg,100G,7,2.59,$2.59 / 100G,TRUE,270G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,GLUTEN FREE,biscuits & snacks,plain & sweet biscuits,A soft & fudgey brownie layered with gooey salted caramel & smooth milk choc. ,False,Gluten Free,"Eggs, Milk, Soy",Fish Free,"Salted Caramel (30%) [Sugar, Milk, Cream (From Milk), Salt], Compound Milk, Chocolate (17.5%) [Sugar, Vegetable Oil, Milk Solids, Cocoa Solids, Emulsifiers (492, Soy Lecithin), Natural Flavour], Sugar, Vegetable Oil, Egg, Rice Flour, Butter Powder (4%), Milk, Milk Solids, Maltodextrin, Raising Agents (450, 500), Anticaking Agent (170), Emulsifiers (492, Soy Lecithin), Antioxidant (307), Stabilisers (415, 412), Natural Flavour. "
Woolworths Pavlova Base,Woolworths Pavlova Base Each,91895,9339687170678,https://cdn0.woolworths.media/content/wowproductimages/medium/091895.jpg,1EA,9.2,9.2,$9.20 / 1EA,TRUE,each,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,MERINGUES/PAVLOVAS,bakery,baked snacks & sweets,"Deceptively easy to prepare and sure to impress, the Aussie pav is an iconic summer dessert. A classic pavlova takes meringue to the next level with its crisp exterior, soft, marshmallowy centre and fruity toppings.<div> <a href=""https://www.woolworths.com.au/shop/discover/christmas/food-guides-pavlova?icmpid=sm-xmas-home"" target=""_blank"">Discover</a></div> top cooking tips and recipes to ensure your pavlova adventure is failsafe this Christmas</div>",False,Gluten Free,,Dairy Free,42g
Woolworths White Hi Fibre Low Gi Mini Loaf,Woolworths White Hi Fibre Low Gi Mini Loaf 340g,118607,0281199000006,https://cdn0.woolworths.media/content/wowproductimages/medium/118607.jpg,100G,2.5,0.74,$0.74 / 100G,TRUE,340G,BAKEHOUSE,INSTORE BAKERY,ISB TINNED LOAF,HI FIBRE LOAVES,bakery,white & wholemeal bread,,False,,Gluten,Fish Free,"<p>Wheat Flour, Water, Modified Wheat Starch (1413), Wheat Gluten, Vegetable Oils(Canola, Palm),Fermented ,Wheat Flour, Iodised Salt, Yeast, Yellow Pea Flour, Flour, Thickener (412), Vitamins (Thiamin, Folate). GI (Glycaemic Index) Value: 53</p>"
Woolworths Meringue Nests,Woolworths Meringue Nests 10 Pack,256234,9300633041021,https://cdn0.woolworths.media/content/wowproductimages/medium/256234.jpg,100G,5.5,5.5,$5.50 / 100G,TRUE,10 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,MERINGUES/PAVLOVAS,bakery,baked snacks & sweets,"<div>Easy Entertainer Meringue Nests. <br>Create Individual Favourites for the whole family<br><br>Why not Try these simple and stunning pairings: raspberry, cherries, or Kiwi with cream, custard with Blueberries, or lemon curd with toasted almonds<br><br></div>",False,"Free From Artificial Colour, Free From Artificial Flavour, Free From Artificial Preservatives, Free From Gluten",Egg,No Artificial Colours or Flavours,"Sugar, Egg White, White Vinegar, Natural Vanilla Flavouring, Stabilisers (415, 412)"
Bbq Meat Lovers Pizza,Bbq Meat Lovers Pizza 2 Pack,103819,0285530000007,https://cdn0.woolworths.media/content/wowproductimages/medium/103819.jpg,1EA,3.4,1.7,$1.70 / 1EA,TRUE,2 Pack,BAKEHOUSE,INSTORE BAKERY,ISB SNACK BREAD,ROLL,bakery,in-store bakery,,False,,"Gluten, Milk",Fish Free,"<p>Wheat Flour(Vitamins(Thiamin, Folate)),Cheese(14%) (Cheese(69%)(Milk, Salt, Cultures, Enzyme),Processed Cheese(Water, Palm Oil, Modified Potato Starch, Milk Protein, Salt, Natural Flavour, Natural Colour(160a)) ,Anticaking Agent(460), Preservative(200)), Bacon(8%) (Pork, Water, Cure(Salt, Sugar, Mineral Salts(450,451), Dextrose, Antioxidant(316), Preservative(250)),Acidity Reg (326,325,262),Modified Starch(1442),Veg Gum(407), Flavours, BBQ Sauce(8%)(Water, Sugar, Tomato Paste, Vinegar, Corn Starch, Molasses, Salt, Veg Powders(Onion, Garlic), Spices, Natural Flavour, Smoke Flavour, Veg Gum(415)),Pepperoni(5%)(Pork, Beef, Salt, Dextrose, Milk Solids, Spices, Lactose(Milk),Mineral Salt(451), Smoke Flavor, Antioxidant(316),Garlic, Fortified Wine, Culture, Preservative(250),Wood Smoke), Water, Wheat Gluten, Veg Oil(Palm, Canola),Salt, Yeast, Yellow Pea Flour.</p>"
Cadbury Raspberry Mini Rolls Mini Rolls,Cadbury Raspberry Mini Rolls Mini Rolls 5 Pack,855750,5000221600077,https://cdn0.woolworths.media/content/wowproductimages/medium/855750.jpg,1EA,6,1.2,$1.20 / 1EA,TRUE,5 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,biscuits & snacks,plain & sweet biscuits,,False,,,,
Petite Maison French Macarons,Petite Maison French Macarons 24 Pack,58240,9350007005012,https://cdn0.woolworths.media/content/wowproductimages/medium/058240.jpg,100G,21,7.29,$7.29 / 100G,TRUE,24 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,"<div>Flavours include Chocolate Violet, Peppermint, Vanilla and Strawberry </div>",False,,,,
Mr Brownie Chocolate Brownie,Mr Brownie Chocolate Brownie 200g,55213,8411037800037,https://cdn0.woolworths.media/content/wowproductimages/medium/055213.jpg,100G,6,3,$3.00 / 100G,TRUE,200G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,"Rich, moist and fudgy chocolate brownies made with real belgian chocolate. Individually wrapped ? great for the kids lunchboxes. Try them hot, microwave for 15 seconds and enjoy!",False,,,,
Woolworths Chocolate Birthday Drip Cake,Woolworths Chocolate Birthday Drip Cake 1.5kg,62036,9339687133932,https://cdn0.woolworths.media/content/wowproductimages/medium/062036.jpg,100G,29,1.93,$1.93 / 100G,TRUE,1.5Kg,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",Fish Free,"INGREDIENTS:  Cake Mix (Wheat Flour, Maltodextrin,,Sugar, Cocoa Powder, Egg, Vegetable Oil (contains,Emulsifiers (471, 477), Antioxidant (307)), Raisi,ng Agents (450, 500), Salt, Milk Solids, Wheat Sta,rch, Vegetable Gum (412, 415), Mineral Salt (327),,Natural Flavour, Preservative (202)), Sugar, Butt,er (contains Milk), Water, Caster Sugar, Belgian D,ark Chocolate Drip (10%)(Invert Sugar, Dark Chocol,ate (Cocoa Mass, Sugar, Emulsifier (322 from Soy),,Natural Vanilla Flavouring), Glucose Syrup, Water,, Sugar, Cocoa Powder, Skim Milk, Palm Oil, Natura,om Soy, 473), Gelling Agent (440), Food Acid (330),, Preservative (202)), Canola Oil, Belgium Dark Ch,ocolate (3%) (Cocoa Mass, Sugar, Cocoa Butter, Emu,lsifier (322 from Soy), Natural Vanilla Flavouring,), Choc Plaque (contains Emulsifier (322 from Soy),, Colour (171)), White Chocolate Crisps (White Cho,colate (contains Milk, Emulsifer (322"
Frys 100% Vegan Brioche Burger Buns,Fry's 100% Vegan Brioche Burger Buns 4 Pack,94463,3587220003907,https://cdn0.woolworths.media/content/wowproductimages/medium/094463.jpg,100G,6.5,2.6,$2.60 / 100G,TRUE,4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BRIOCHE,bakery,in-store bakery,Fry's Artisan Bakery 100% Vegan Brioche Burger Buns,False,,,Lactose Free,"Wheat Flour, Water, Sugar, Vegetable Oil (Rapeseed, Sunflower), Wheat Gluten, Invert Sugar Syrup, Yeast, Salt, Natural Flavour, Emulsifier (471, 481), Pea Protein, Deactivated Yest, Malted Rye Flour, Dextrose (Wheat, Corn), Maltodextrin, Wheat Starch."
Woolworths Orange & Poppy Seed Cake,Woolworths Orange & Poppy Seed Cake 300g,510737,9300633572464,https://cdn0.woolworths.media/content/wowproductimages/medium/510737.jpg,100G,5,1.67,$1.67 / 100G,TRUE,300G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,<p>- No Artificial Colours or Flavours.</p>,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",Fish Free,"Cake (83%) (Water, Sugar, Wheat Flour, Butter (Cream (Milk)), Dried Egg, Dried Whole Milk, Vegetable Shortening (Palm), Emulsifier (471, 477), Antioxidant (307), Humectant (422), Poppy Seeds (1%), Orange Oil (1%), Baking Powder (Mineral Salts (450, 500), Wheat Flour), Iodised Salt, Natural Colour (160b), Raising Agent (500)), Icing (17%) (Sugar, Water, Vegetable Fat (Palm, Lactose, Milk Proteins), Mineral Salts (170, 516), Milk Solids, Margarine (Palm Oil, Water, Salt, Emulsifiers (471, 322 from Soy), Natural Butter Flavouring, Acidity Regulator (500), Antioxidant (307b from Soy), Food Acid (330), Natural Colour (160a), Maize Starch, Natural Vanilla Flavouring, Gelatine (Pork, Beef), Dextrose, Salt, Preservative (202), Natural Colour (160b)), Topping (Poppy Seeds)"
Woolworths Rainbow Layer Cake,Woolworths Rainbow Layer Cake 1kg,62033,9339687133918,https://cdn0.woolworths.media/content/wowproductimages/medium/062033.jpg,100G,29,2.9,$2.90 / 100G,TRUE,1Kg,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,"An impressive showstopper with layers of cream cheese buttercream icing & colours! Topped with rainbow sprinkles, it's the perfect cake for all celebrations",False,"Free From Artificial Colour, Free From Artificial Flavour","Egg, Soy, Milk, Gluten, Wheat",Fish Free,"Sugar (contains Maize Starch), Butter (Cream (Milk), Water), Wheat Flour, Egg, Sugar, Rainbow Sprinkles (7%) (Sugar, Glucose (Wheat), Soybean Oil, Vegetable Fat, Natural Colours (Anthocyanins, Carotene, Curcumin, Paprika Oleoresins), Plant Extract), Neufchatel Cheese (Milk, Cream, Salt, Stabilisers (410, 412), Starter Culture), Glycerine, Emulsifiers (contains Humectant (420, 1520), Emulsifiers (471 (Soy), 475 from Palm), Acidity Regulator (570)), Water, Milk Powder, Baking Powder (Mineral Salt (450, 500), Wheat Flour), Natural Gardenia Blue Colour, Natural Vanilla Flavour (Emulsifiers (461, 415)), Natural Gardenia Green Colour, Acidity Regulator (500), Natural Annatto Colour, Colour (Carmines)"
Woolworths Zesty Lemon Cake,Woolworths Zesty Lemon Cake 400g,103357,9339687189205,https://cdn0.woolworths.media/content/wowproductimages/medium/103357.jpg,100G,7.8,1.95,$1.95 / 100G,TRUE,400G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",Fish Free,"Lemon Filling (37%) (Sugar, Lemon Juice (reconstituted), Vegetable Fat (Coconut), Thickener (1442), Stabiliser (464), Salt, Natural Flavour, Emulsifier (471, 433), Preservative (202), Natural Colour (160a)), Sugar, Flour (Wheat Flour, Vitamins (Thiamine, Folate)), Butter (Cream, Water), Water, Canola Oil, Egg, Sour Cream (Cream, Pectin, Milk Solids, Starter Cultures), Milk, Lemon Paste (Citric Acid (330), Thickener (440), Antioxidant (300)), Passionfruit Crispy (Emulsifiers (Soy Lecithin 322, 330), Natural Passionfruit Flavour, Sodium Bicarbonate, Gelatine (Beef), Glazing Agents (414, 904)), Acidity Regulator (500), Natural Vanilla Flavouring, White Chocolate Rice Crisps (White Chocolate, Emulsifier (322 from Soy), Natural Vanilla Flavouring, Glazing Agents (414, 904)), Salt, Baking Powder (Mineral Salt (450, 500), Wheat Flour)"
